SL No.,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
9928,New South Wales,Australia,-33.8688,151.2093,2/29/2020,4,0,4,0,Western Pacific
9929,Northern Territory,Australia,-12.4634,130.8456,2/29/2020,0,0,0,0,Western Pacific
9930,Queensland,Australia,-27.4698,153.0251,2/29/2020,9,0,1,8,Western Pacific
9931,South Australia,Australia,-34.9285,138.6007,2/29/2020,3,0,2,1,Western Pacific
9932,Tasmania,Australia,-42.8821,147.3272,2/29/2020,0,0,0,0,Western Pacific
9933,Victoria,Australia,-37.8136,144.9631,2/29/2020,7,0,4,3,Western Pacific
9934,Western Australia,Australia,-31.9505,115.8605,2/29/2020,2,0,0,2,Western Pacific
9935,,Austria,47.5162,14.5501,2/29/2020,9,0,0,9,Europe
9936,,Azerbaijan,40.1431,47.5769,2/29/2020,0,0,0,0,Europe
9937,,Bahamas,25.025885,-78.035889,2/29/2020,0,0,0,0,Americas
9938,,Bahrain,26.0275,50.55,2/29/2020,41,0,0,41,Eastern Mediterranean
9939,,Bangladesh,23.685,90.3563,2/29/2020,0,0,0,0,South-East Asia
9940,,Barbados,13.1939,-59.5432,2/29/2020,0,0,0,0,Americas
9941,,Belarus,53.7098,27.9534,2/29/2020,1,0,0,1,Europe
9942,,Belgium,50.8333,4.469936,2/29/2020,1,0,1,0,Europe
9943,,Benin,9.3077,2.3158,2/29/2020,0,0,0,0,Africa
9944,,Bhutan,27.5142,90.4336,2/29/2020,0,0,0,0,South-East Asia
9945,,Bolivia,-16.2902,-63.5887,2/29/2020,0,0,0,0,Americas
9946,,Bosnia and Herzegovina,43.9159,17.6791,2/29/2020,0,0,0,0,Europe
9947,,Brazil,-14.235,-51.9253,2/29/2020,2,0,0,2,Americas
9948,,Brunei,4.5353,114.7277,2/29/2020,0,0,0,0,Western Pacific
9949,,Bulgaria,42.7339,25.4858,2/29/2020,0,0,0,0,Europe
9950,,Burkina Faso,12.2383,-1.5616,2/29/2020,0,0,0,0,Africa
9951,,Cabo Verde,16.5388,-23.0418,2/29/2020,0,0,0,0,Africa
9952,,Cambodia,11.55,104.9167,2/29/2020,1,0,1,0,Western Pacific
9953,,Cameroon,3.848,11.5021,2/29/2020,0,0,0,0,Africa
9954,Alberta,Canada,53.9333,-116.5765,2/29/2020,0,0,0,0,Americas
9955,British Columbia,Canada,53.7267,-127.6476,2/29/2020,8,0,0,8,Americas
9956,Manitoba,Canada,53.7609,-98.8139,2/29/2020,0,0,0,0,Americas
9957,New Brunswick,Canada,46.5653,-66.4619,2/29/2020,0,0,0,0,Americas
9958,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/29/2020,0,0,0,0,Americas
9959,Nova Scotia,Canada,44.682,-63.7443,2/29/2020,0,0,0,0,Americas
9960,Ontario,Canada,51.2538,-85.3232,2/29/2020,11,0,0,11,Americas
9961,Prince Edward Island,Canada,46.5107,-63.4168,2/29/2020,0,0,0,0,Americas
9962,Quebec,Canada,52.9399,-73.5491,2/29/2020,1,0,0,1,Americas
9963,Saskatchewan,Canada,52.9399,-106.4509,2/29/2020,0,0,0,0,Americas
9964,,Central African Republic,6.6111,20.9394,2/29/2020,0,0,0,0,Africa
9965,,Chad,15.4542,18.7322,2/29/2020,0,0,0,0,Africa
9966,,Chile,-35.6751,-71.543,2/29/2020,2,0,0,2,Americas
9967,Anhui,China,31.8257,117.2264,2/29/2020,990,6,868,116,Western Pacific
9968,Beijing,China,40.1824,116.4142,2/29/2020,411,8,271,132,Western Pacific
9969,Chongqing,China,30.0572,107.874,2/29/2020,576,6,438,132,Western Pacific
9970,Fujian,China,26.0789,117.9874,2/29/2020,296,1,243,52,Western Pacific
9971,Gansu,China,35.7518,104.2861,2/29/2020,91,2,82,7,Western Pacific
9972,Guangdong,China,23.3417,113.4244,2/29/2020,1349,7,983,359,Western Pacific
9973,Guangxi,China,23.8298,108.7881,2/29/2020,252,2,176,74,Western Pacific
9974,Guizhou,China,26.8154,106.8748,2/29/2020,146,2,112,32,Western Pacific
9975,Hainan,China,19.1959,109.7453,2/29/2020,168,5,148,15,Western Pacific
9976,Hebei,China,39.549,116.1306,2/29/2020,318,6,0,312,Western Pacific
9977,Heilongjiang,China,47.862,127.7615,2/29/2020,480,13,301,166,Western Pacific
9978,Henan,China,37.8957,114.9042,2/29/2020,1272,21,0,1251,Western Pacific
9979,Hong Kong,China,22.3,114.2,2/29/2020,95,2,33,60,Western Pacific
9980,Hubei,China,30.9756,112.2707,2/29/2020,66337,2727,28993,34617,Western Pacific
9981,Hunan,China,27.6104,111.7088,2/29/2020,1018,4,846,168,Western Pacific
9982,Inner Mongolia,China,44.0935,113.9448,2/29/2020,75,0,49,26,Western Pacific
9983,Jiangsu,China,32.9711,119.455,2/29/2020,631,0,523,108,Western Pacific
9984,Jiangxi,China,27.614,115.7221,2/29/2020,935,1,811,123,Western Pacific
9985,Jilin,China,43.6661,126.1923,2/29/2020,93,1,75,17,Western Pacific
9986,Liaoning,China,41.2956,122.6085,2/29/2020,121,1,96,24,Western Pacific
9987,Macau,China,22.1667,113.55,2/29/2020,10,0,8,2,Western Pacific
9988,Ningxia,China,37.2692,106.1655,2/29/2020,73,0,69,4,Western Pacific
9989,Qinghai,China,35.7452,95.9956,2/29/2020,18,0,18,0,Western Pacific
9990,Shaanxi,China,35.1917,108.8701,2/29/2020,245,1,207,37,Western Pacific
9991,Shandong,China,36.3427,118.1498,2/29/2020,756,6,421,329,Western Pacific
9992,Shanghai,China,31.202,121.4491,2/29/2020,337,3,287,47,Western Pacific
9993,Shanxi,China,37.5777,112.2922,2/29/2020,133,0,114,19,Western Pacific
9994,Sichuan,China,30.6171,102.7103,2/29/2020,538,3,351,184,Western Pacific
9995,Tianjin,China,39.3054,117.323,2/29/2020,136,3,109,24,Western Pacific
9996,Tibet,China,31.6927,88.0924,2/29/2020,1,0,1,0,Western Pacific
9997,Xinjiang,China,41.1129,85.2401,2/29/2020,76,3,62,11,Western Pacific
9998,Yunnan,China,24.974,101.487,2/29/2020,174,2,157,15,Western Pacific
9999,Zhejiang,China,29.1832,120.0934,2/29/2020,1205,1,1016,188,Western Pacific
10000,,Colombia,4.5709,-74.2973,2/29/2020,0,0,0,0,Americas
10001,,Congo (Brazzaville),-0.228,15.8277,2/29/2020,0,0,0,0,Africa
10002,,Congo (Kinshasa),-4.0383,21.7587,2/29/2020,0,0,0,0,Africa
10003,,Costa Rica,9.7489,-83.7534,2/29/2020,0,0,0,0,Americas
10004,,Cote d'Ivoire,7.54,-5.5471,2/29/2020,0,0,0,0,Africa
10005,,Croatia,45.1,15.2,2/29/2020,6,0,0,6,Europe
10006,,Cuba,21.521757,-77.781167,2/29/2020,0,0,0,0,Americas
10007,,Cyprus,35.1264,33.4299,2/29/2020,0,0,0,0,Europe
10008,,Czechia,49.8175,15.473,2/29/2020,0,0,0,0,Europe
10009,Faroe Islands,Denmark,61.8926,-6.9118,2/29/2020,0,0,0,0,Europe
10010,Greenland,Greenland,71.7069,-42.6043,2/29/2020,0,0,0,0,Europe
10011,,Denmark,56.2639,9.5018,2/29/2020,3,0,0,3,Europe
10012,,Djibouti,11.8251,42.5903,2/29/2020,0,0,0,0,Eastern Mediterranean
10013,,Dominican Republic,18.7357,-70.1627,2/29/2020,0,0,0,0,Americas
10014,,Ecuador,-1.8312,-78.1834,2/29/2020,0,0,0,0,Americas
10015,,Egypt,26.820553,30.802498,2/29/2020,1,0,1,0,Eastern Mediterranean
10016,,El Salvador,13.7942,-88.8965,2/29/2020,0,0,0,0,Americas
10017,,Equatorial Guinea,1.6508,10.2679,2/29/2020,0,0,0,0,Africa
10018,,Eritrea,15.1794,39.7823,2/29/2020,0,0,0,0,Africa
10019,,Estonia,58.5953,25.0136,2/29/2020,1,0,0,1,Europe
10020,,Eswatini,-26.5225,31.4659,2/29/2020,0,0,0,0,Africa
10021,,Ethiopia,9.145,40.4897,2/29/2020,0,0,0,0,Africa
10022,,Fiji,-17.7134,178.065,2/29/2020,0,0,0,0,Western Pacific
10023,,Finland,61.92411,25.748151,2/29/2020,3,0,1,2,Europe
10024,French Guiana,France,3.9339,-53.1258,2/29/2020,0,0,0,0,Europe
10025,French Polynesia,France,-17.6797,149.4068,2/29/2020,0,0,0,0,Europe
10026,Guadeloupe,France,16.265,-61.551,2/29/2020,0,0,0,0,Europe
10027,Mayotte,France,-12.8275,45.166244,2/29/2020,0,0,0,0,Europe
10028,New Caledonia,France,-20.904305,165.618042,2/29/2020,0,0,0,0,Europe
10029,Reunion,France,-21.1151,55.5364,2/29/2020,0,0,0,0,Europe
10030,Saint Barthelemy,France,17.9,-62.8333,2/29/2020,0,0,0,0,Europe
10031,St Martin,France,18.0708,-63.0501,2/29/2020,0,0,0,0,Europe
10032,Martinique,France,14.6415,-61.0242,2/29/2020,0,0,0,0,Europe
10033,,France,46.2276,2.2137,2/29/2020,100,2,12,86,Europe
10034,,Gabon,-0.8037,11.6094,2/29/2020,0,0,0,0,Africa
10035,,Gambia,13.4432,-15.3101,2/29/2020,0,0,0,0,Africa
10036,,Georgia,42.3154,43.3569,2/29/2020,1,0,0,1,Europe
10037,,Germany,51.165691,10.451526,2/29/2020,79,0,16,63,Europe
10038,,Ghana,7.9465,-1.0232,2/29/2020,0,0,0,0,Africa
10039,,Greece,39.0742,21.8243,2/29/2020,4,0,0,4,Europe
10040,,Guatemala,15.7835,-90.2308,2/29/2020,0,0,0,0,Americas
10041,,Guinea,9.9456,-9.6966,2/29/2020,0,0,0,0,Africa
10042,,Guyana,4.860416,-58.93018,2/29/2020,0,0,0,0,Americas
10043,,Haiti,18.9712,-72.2852,2/29/2020,0,0,0,0,Americas
10044,,Holy See,41.9029,12.4534,2/29/2020,0,0,0,0,Europe
10045,,Honduras,15.2,-86.2419,2/29/2020,0,0,0,0,Americas
10046,,Hungary,47.1625,19.5033,2/29/2020,0,0,0,0,Europe
10047,,Iceland,64.9631,-19.0208,2/29/2020,1,0,0,1,Europe
10048,,India,20.593684,78.96288,2/29/2020,3,0,3,0,South-East Asia
10049,,Indonesia,-0.7893,113.9213,2/29/2020,0,0,0,0,South-East Asia
10050,,Iran,32.427908,53.688046,2/29/2020,593,43,123,427,Eastern Mediterranean
10051,,Iraq,33.223191,43.679291,2/29/2020,13,0,0,13,Eastern Mediterranean
10052,,Ireland,53.1424,-7.6921,2/29/2020,1,0,0,1,Europe
10053,,Israel,31.046051,34.851612,2/29/2020,7,0,1,6,Europe
10054,,Italy,41.87194,12.56738,2/29/2020,1128,29,46,1053,Europe
10055,,Jamaica,18.1096,-77.2975,2/29/2020,0,0,0,0,Americas
10056,,Japan,36.204824,138.252924,2/29/2020,245,6,32,207,Western Pacific
10057,,Jordan,31.24,36.51,2/29/2020,0,0,0,0,Eastern Mediterranean
10058,,Kazakhstan,48.0196,66.9237,2/29/2020,0,0,0,0,Europe
10059,,Kenya,-0.0236,37.9062,2/29/2020,0,0,0,0,Africa
10060,,South Korea,35.907757,127.766922,2/29/2020,3150,16,27,3107,Western Pacific
10061,,Kuwait,29.31166,47.481766,2/29/2020,45,0,0,45,Eastern Mediterranean
10062,,Kyrgyzstan,41.20438,74.766098,2/29/2020,0,0,0,0,Europe
10063,,Latvia,56.8796,24.6032,2/29/2020,0,0,0,0,Europe
10064,,Lebanon,33.8547,35.8623,2/29/2020,4,0,0,4,Eastern Mediterranean
10065,,Liberia,6.428055,-9.429499,2/29/2020,0,0,0,0,Africa
10066,,Liechtenstein,47.14,9.55,2/29/2020,0,0,0,0,Europe
10067,,Lithuania,55.1694,23.8813,2/29/2020,1,0,0,1,Europe
10068,,Luxembourg,49.8153,6.1296,2/29/2020,1,0,0,1,Europe
10069,,Madagascar,-18.766947,46.869107,2/29/2020,0,0,0,0,Africa
10070,,Malaysia,4.210484,101.975766,2/29/2020,25,0,18,7,Western Pacific
10071,,Maldives,3.2028,73.2207,2/29/2020,0,0,0,0,South-East Asia
10072,,Malta,35.9375,14.3754,2/29/2020,0,0,0,0,Europe
10073,,Mauritania,21.0079,-10.9408,2/29/2020,0,0,0,0,Africa
10074,,Mauritius,-20.348404,57.552152,2/29/2020,0,0,0,0,Africa
10075,,Mexico,23.6345,-102.5528,2/29/2020,4,0,0,4,Americas
10076,,Moldova,47.4116,28.3699,2/29/2020,0,0,0,0,Europe
10077,,Monaco,43.7333,7.4167,2/29/2020,1,0,0,1,Europe
10078,,Mongolia,46.8625,103.8467,2/29/2020,0,0,0,0,Western Pacific
10079,,Montenegro,42.708678,19.37439,2/29/2020,0,0,0,0,Europe
10080,,Morocco,31.7917,-7.0926,2/29/2020,0,0,0,0,Eastern Mediterranean
10081,,Namibia,-22.9576,18.4904,2/29/2020,0,0,0,0,Africa
10082,,Nepal,28.1667,84.25,2/29/2020,1,0,1,0,South-East Asia
10083,Aruba,Netherlands,12.5211,-69.9683,2/29/2020,0,0,0,0,Europe
10084,Curacao,Netherlands,12.1696,-68.99,2/29/2020,0,0,0,0,Europe
10085,Sint Maarten,Netherlands,18.0425,-63.0548,2/29/2020,0,0,0,0,Europe
10086,,Netherlands,52.1326,5.2913,2/29/2020,6,0,0,6,Europe
10087,,New Zealand,-40.9006,174.886,2/29/2020,1,0,0,1,Western Pacific
10088,,Nicaragua,12.865416,-85.207229,2/29/2020,0,0,0,0,Americas
10089,,Niger,17.607789,8.081666,2/29/2020,0,0,0,0,Africa
10090,,Nigeria,9.082,8.6753,2/29/2020,1,0,0,1,Africa
10091,,North Macedonia,41.6086,21.7453,2/29/2020,1,0,0,1,Europe
10092,,Norway,60.472,8.4689,2/29/2020,15,0,0,15,Europe
10093,,Oman,21.512583,55.923255,2/29/2020,6,0,1,5,Eastern Mediterranean
10094,,Pakistan,30.3753,69.3451,2/29/2020,4,0,0,4,Eastern Mediterranean
10095,,Panama,8.538,-80.7821,2/29/2020,0,0,0,0,Americas
10096,,Papua New Guinea,-6.314993,143.95555,2/29/2020,0,0,0,0,Western Pacific
10097,,Paraguay,-23.4425,-58.4438,2/29/2020,0,0,0,0,Americas
10098,,Peru,-9.19,-75.0152,2/29/2020,0,0,0,0,Americas
10099,,Philippines,12.879721,121.774017,2/29/2020,3,1,1,1,Western Pacific
10100,,Poland,51.9194,19.1451,2/29/2020,0,0,0,0,Europe
10101,,Portugal,39.3999,-8.2245,2/29/2020,0,0,0,0,Europe
10102,,Qatar,25.3548,51.1839,2/29/2020,1,0,0,1,Eastern Mediterranean
10103,,Romania,45.9432,24.9668,2/29/2020,3,0,0,3,Europe
10104,,Russia,61.52401,105.318756,2/29/2020,2,0,2,0,Europe
10105,,Rwanda,-1.9403,29.8739,2/29/2020,0,0,0,0,Africa
10106,,Saint Lucia,13.9094,-60.9789,2/29/2020,0,0,0,0,Americas
10107,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/29/2020,0,0,0,0,Americas
10108,,San Marino,43.9424,12.4578,2/29/2020,1,0,0,1,Europe
10109,,Saudi Arabia,23.885942,45.079162,2/29/2020,0,0,0,0,Eastern Mediterranean
10110,,Senegal,14.4974,-14.4524,2/29/2020,0,0,0,0,Africa
10111,,Serbia,44.0165,21.0059,2/29/2020,0,0,0,0,Europe
10112,,Seychelles,-4.6796,55.492,2/29/2020,0,0,0,0,Africa
10113,,Singapore,1.2833,103.8333,2/29/2020,102,0,72,30,Western Pacific
10114,,Slovakia,48.669,19.699,2/29/2020,0,0,0,0,Europe
10115,,Slovenia,46.1512,14.9955,2/29/2020,0,0,0,0,Europe
10116,,Somalia,5.152149,46.199616,2/29/2020,0,0,0,0,Eastern Mediterranean
10117,,South Africa,-30.5595,22.9375,2/29/2020,0,0,0,0,Africa
10118,,Spain,40.463667,-3.74922,2/29/2020,45,0,2,43,Europe
10119,,Sri Lanka,7.873054,80.771797,2/29/2020,1,0,1,0,South-East Asia
10120,,Sudan,12.8628,30.2176,2/29/2020,0,0,0,0,Eastern Mediterranean
10121,,Suriname,3.9193,-56.0278,2/29/2020,0,0,0,0,Americas
10122,,Sweden,60.128161,18.643501,2/29/2020,12,0,0,12,Europe
10123,,Switzerland,46.8182,8.2275,2/29/2020,18,0,0,18,Europe
10124,,Taiwan*,23.7,121,2/29/2020,39,1,9,29,Western Pacific
10125,,Tanzania,-6.369028,34.888822,2/29/2020,0,0,0,0,Africa
10126,,Thailand,15.870032,100.992541,2/29/2020,42,0,28,14,South-East Asia
10127,,Togo,8.6195,0.8248,2/29/2020,0,0,0,0,Africa
10128,,Trinidad and Tobago,10.6918,-61.2225,2/29/2020,0,0,0,0,Americas
10129,,Tunisia,33.886917,9.537499,2/29/2020,0,0,0,0,Eastern Mediterranean
10130,,Turkey,38.9637,35.2433,2/29/2020,0,0,0,0,Europe
10131,,Uganda,1.373333,32.290275,2/29/2020,0,0,0,0,Africa
10132,,Ukraine,48.3794,31.1656,2/29/2020,0,0,0,0,Europe
10133,,United Arab Emirates,23.424076,53.847818,2/29/2020,21,0,5,16,Eastern Mediterranean
10134,Bermuda,United Kingdom,32.3078,-64.7505,2/29/2020,0,0,0,0,Europe
10135,Cayman Islands,United Kingdom,19.3133,-81.2546,2/29/2020,0,0,0,0,Europe
10136,Channel Islands,United Kingdom,49.3723,-2.3644,2/29/2020,0,0,0,0,Europe
10137,Gibraltar,United Kingdom,36.1408,-5.3536,2/29/2020,0,0,0,0,Europe
10138,Isle of Man,United Kingdom,54.2361,-4.5481,2/29/2020,0,0,0,0,Europe
10139,Montserrat,United Kingdom,16.742498,-62.187366,2/29/2020,0,0,0,0,Europe
10140,,United Kingdom,55.3781,-3.436,2/29/2020,61,0,8,53,Europe
10141,,Uruguay,-32.5228,-55.7658,2/29/2020,0,0,0,0,Americas
10142,,US,40,-100,2/29/2020,24,1,7,16,Americas
10143,,Uzbekistan,41.377491,64.585262,2/29/2020,0,0,0,0,Europe
10144,,Venezuela,6.4238,-66.5897,2/29/2020,0,0,0,0,Americas
10145,,Vietnam,14.058324,108.277199,2/29/2020,16,0,16,0,Western Pacific
10146,,Zambia,-13.133897,27.849332,2/29/2020,0,0,0,0,Africa
10147,,Zimbabwe,-19.015438,29.154857,2/29/2020,0,0,0,0,Africa
10148,,Dominica,15.415,-61.371,2/29/2020,0,0,0,0,Americas
10149,,Grenada,12.1165,-61.679,2/29/2020,0,0,0,0,Americas
10150,,Mozambique,-18.665695,35.529562,2/29/2020,0,0,0,0,Africa
10151,,Syria,34.802075,38.996815,2/29/2020,0,0,0,0,Eastern Mediterranean
10152,,Timor-Leste,-8.874217,125.727539,2/29/2020,0,0,0,0,South-East Asia
10153,,Belize,17.1899,-88.4976,2/29/2020,0,0,0,0,Americas
10154,,Laos,19.85627,102.495496,2/29/2020,0,0,0,0,Western Pacific
10155,,Libya,26.3351,17.228331,2/29/2020,0,0,0,0,Eastern Mediterranean
10156,,West Bank and Gaza,31.9522,35.2332,2/29/2020,0,0,0,0,Eastern Mediterranean
10157,,Guinea-Bissau,11.8037,-15.1804,2/29/2020,0,0,0,0,Africa
10158,,Mali,17.570692,-3.996166,2/29/2020,0,0,0,0,Africa
10159,,Saint Kitts and Nevis,17.357822,-62.782998,2/29/2020,0,0,0,0,Americas
10160,Northwest Territories,Canada,64.8255,-124.8457,2/29/2020,0,0,0,0,Americas
10161,Yukon,Canada,64.2823,-135,2/29/2020,0,0,0,0,Americas
10162,,Kosovo,42.602636,20.902977,2/29/2020,0,0,0,0,Europe
10163,,Burma,21.9162,95.956,2/29/2020,0,0,0,0,South-East Asia
10164,Anguilla,United Kingdom,18.2206,-63.0686,2/29/2020,0,0,0,0,Europe
10165,British Virgin Islands,United Kingdom,18.4207,-64.64,2/29/2020,0,0,0,0,Europe
10166,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2/29/2020,0,0,0,0,Europe
10167,,Botswana,-22.3285,24.6849,2/29/2020,0,0,0,0,Africa
10168,,Burundi,-3.3731,29.9189,2/29/2020,0,0,0,0,Africa
10169,,Sierra Leone,8.460555,-11.779889,2/29/2020,0,0,0,0,Africa
10170,,Malawi,-13.2543,34.3015,2/29/2020,0,0,0,0,Africa
10171,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/29/2020,0,0,0,0,Europe
10172,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/29/2020,0,0,0,0,Europe
10173,,South Sudan,6.877,31.307,2/29/2020,0,0,0,0,Africa
10174,,Western Sahara,24.2155,-12.8858,2/29/2020,0,0,0,0,Africa
10175,,Sao Tome and Principe,0.1864,6.6131,2/29/2020,0,0,0,0,Africa
10176,,Yemen,15.552727,48.516388,2/29/2020,0,0,0,0,Eastern Mediterranean
10177,,Comoros,-11.6455,43.3333,2/29/2020,0,0,0,0,Africa
10178,,Tajikistan,38.861,71.2761,2/29/2020,0,0,0,0,Europe
10179,,Lesotho,-29.61,28.2336,2/29/2020,0,0,0,0,Africa
10180,,Afghanistan,33.93911,67.709953,3/1/2020,1,0,0,1,Eastern Mediterranean
10181,,Albania,41.1533,20.1683,3/1/2020,0,0,0,0,Europe
10182,,Algeria,28.0339,1.6596,3/1/2020,1,0,0,1,Africa
10183,,Andorra,42.5063,1.5218,3/1/2020,0,0,0,0,Europe
10184,,Angola,-11.2027,17.8739,3/1/2020,0,0,0,0,Africa
10185,,Antigua and Barbuda,17.0608,-61.7964,3/1/2020,0,0,0,0,Americas
10186,,Argentina,-38.4161,-63.6167,3/1/2020,0,0,0,0,Americas
10187,,Armenia,40.0691,45.0382,3/1/2020,1,0,0,1,Europe
10188,Australian Capital Territory,Australia,-35.4735,149.0124,3/1/2020,0,0,0,0,Western Pacific
10189,New South Wales,Australia,-33.8688,151.2093,3/1/2020,6,0,4,2,Western Pacific
10190,Northern Territory,Australia,-12.4634,130.8456,3/1/2020,0,0,0,0,Western Pacific
10191,Queensland,Australia,-27.4698,153.0251,3/1/2020,9,0,1,8,Western Pacific
10192,South Australia,Australia,-34.9285,138.6007,3/1/2020,3,0,2,1,Western Pacific
10193,Tasmania,Australia,-42.8821,147.3272,3/1/2020,0,0,0,0,Western Pacific
10194,Victoria,Australia,-37.8136,144.9631,3/1/2020,7,0,4,3,Western Pacific
10195,Western Australia,Australia,-31.9505,115.8605,3/1/2020,2,1,0,1,Western Pacific
10196,,Austria,47.5162,14.5501,3/1/2020,14,0,0,14,Europe
10197,,Azerbaijan,40.1431,47.5769,3/1/2020,3,0,0,3,Europe
10198,,Bahamas,25.025885,-78.035889,3/1/2020,0,0,0,0,Americas
10199,,Bahrain,26.0275,50.55,3/1/2020,47,0,0,47,Eastern Mediterranean
10200,,Bangladesh,23.685,90.3563,3/1/2020,0,0,0,0,South-East Asia
10201,,Barbados,13.1939,-59.5432,3/1/2020,0,0,0,0,Americas
10202,,Belarus,53.7098,27.9534,3/1/2020,1,0,0,1,Europe
10203,,Belgium,50.8333,4.469936,3/1/2020,2,0,1,1,Europe
10204,,Benin,9.3077,2.3158,3/1/2020,0,0,0,0,Africa
10205,,Bhutan,27.5142,90.4336,3/1/2020,0,0,0,0,South-East Asia
10206,,Bolivia,-16.2902,-63.5887,3/1/2020,0,0,0,0,Americas
10207,,Bosnia and Herzegovina,43.9159,17.6791,3/1/2020,0,0,0,0,Europe
10208,,Brazil,-14.235,-51.9253,3/1/2020,2,0,0,2,Americas
10209,,Brunei,4.5353,114.7277,3/1/2020,0,0,0,0,Western Pacific
10210,,Bulgaria,42.7339,25.4858,3/1/2020,0,0,0,0,Europe
10211,,Burkina Faso,12.2383,-1.5616,3/1/2020,0,0,0,0,Africa
10212,,Cabo Verde,16.5388,-23.0418,3/1/2020,0,0,0,0,Africa
10213,,Cambodia,11.55,104.9167,3/1/2020,1,0,1,0,Western Pacific
10214,,Cameroon,3.848,11.5021,3/1/2020,0,0,0,0,Africa
10215,Alberta,Canada,53.9333,-116.5765,3/1/2020,0,0,0,0,Americas
10216,British Columbia,Canada,53.7267,-127.6476,3/1/2020,8,0,0,8,Americas
10217,Manitoba,Canada,53.7609,-98.8139,3/1/2020,0,0,0,0,Americas
10218,New Brunswick,Canada,46.5653,-66.4619,3/1/2020,0,0,0,0,Americas
10219,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/1/2020,0,0,0,0,Americas
10220,Nova Scotia,Canada,44.682,-63.7443,3/1/2020,0,0,0,0,Americas
10221,Ontario,Canada,51.2538,-85.3232,3/1/2020,15,0,0,15,Americas
10222,Prince Edward Island,Canada,46.5107,-63.4168,3/1/2020,0,0,0,0,Americas
10223,Quebec,Canada,52.9399,-73.5491,3/1/2020,1,0,0,1,Americas
10224,Saskatchewan,Canada,52.9399,-106.4509,3/1/2020,0,0,0,0,Americas
10225,,Central African Republic,6.6111,20.9394,3/1/2020,0,0,0,0,Africa
10226,,Chad,15.4542,18.7322,3/1/2020,0,0,0,0,Africa
10227,,Chile,-35.6751,-71.543,3/1/2020,9,0,0,9,Americas
10228,Anhui,China,31.8257,117.2264,3/1/2020,990,6,873,111,Western Pacific
10229,Beijing,China,40.1824,116.4142,3/1/2020,413,8,276,129,Western Pacific
10230,Chongqing,China,30.0572,107.874,3/1/2020,576,6,450,120,Western Pacific
10231,Fujian,China,26.0789,117.9874,3/1/2020,296,1,247,48,Western Pacific
10232,Gansu,China,35.7518,104.2861,3/1/2020,91,2,84,5,Western Pacific
10233,Guangdong,China,23.3417,113.4244,3/1/2020,1349,7,1016,326,Western Pacific
10234,Guangxi,China,23.8298,108.7881,3/1/2020,252,2,181,69,Western Pacific
10235,Guizhou,China,26.8154,106.8748,3/1/2020,146,2,112,32,Western Pacific
10236,Hainan,China,19.1959,109.7453,3/1/2020,168,5,149,14,Western Pacific
10237,Hebei,China,39.549,116.1306,3/1/2020,318,6,0,312,Western Pacific
10238,Heilongjiang,China,47.862,127.7615,3/1/2020,480,13,342,125,Western Pacific
10239,Henan,China,37.8957,114.9042,3/1/2020,1272,22,0,1250,Western Pacific
10240,Hong Kong,China,22.3,114.2,3/1/2020,96,2,36,58,Western Pacific
10241,Hubei,China,30.9756,112.2707,3/1/2020,66907,2761,31536,32610,Western Pacific
10242,Hunan,China,27.6104,111.7088,3/1/2020,1018,4,866,148,Western Pacific
10243,Inner Mongolia,China,44.0935,113.9448,3/1/2020,75,0,52,23,Western Pacific
10244,Jiangsu,China,32.9711,119.455,3/1/2020,631,0,536,95,Western Pacific
10245,Jiangxi,China,27.614,115.7221,3/1/2020,935,1,831,103,Western Pacific
10246,Jilin,China,43.6661,126.1923,3/1/2020,93,1,78,14,Western Pacific
10247,Liaoning,China,41.2956,122.6085,3/1/2020,122,1,103,18,Western Pacific
10248,Macau,China,22.1667,113.55,3/1/2020,10,0,8,2,Western Pacific
10249,Ningxia,China,37.2692,106.1655,3/1/2020,73,0,69,4,Western Pacific
10250,Qinghai,China,35.7452,95.9956,3/1/2020,18,0,18,0,Western Pacific
10251,Shaanxi,China,35.1917,108.8701,3/1/2020,245,1,208,36,Western Pacific
10252,Shandong,China,36.3427,118.1498,3/1/2020,758,6,443,309,Western Pacific
10253,Shanghai,China,31.202,121.4491,3/1/2020,337,3,290,44,Western Pacific
10254,Shanxi,China,37.5777,112.2922,3/1/2020,133,0,116,17,Western Pacific
10255,Sichuan,China,30.6171,102.7103,3/1/2020,538,3,365,170,Western Pacific
10256,Tianjin,China,39.3054,117.323,3/1/2020,136,3,111,22,Western Pacific
10257,Tibet,China,31.6927,88.0924,3/1/2020,1,0,1,0,Western Pacific
10258,Xinjiang,China,41.1129,85.2401,3/1/2020,76,3,64,9,Western Pacific
10259,Yunnan,China,24.974,101.487,3/1/2020,174,2,163,9,Western Pacific
10260,Zhejiang,China,29.1832,120.0934,3/1/2020,1205,1,1046,158,Western Pacific
10261,,Colombia,4.5709,-74.2973,3/1/2020,0,0,0,0,Americas
