SL No.,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
38483,,Gabon,-0.8037,11.6094,6/17/2020,4229,30,1505,2694,Africa
38484,,Gambia,13.4432,-15.3101,6/17/2020,34,1,24,9,Africa
38485,,Georgia,42.3154,43.3569,6/17/2020,888,14,731,143,Europe
38486,,Germany,51.165691,10.451526,6/17/2020,188604,8851,173599,6154,Europe
38487,,Ghana,7.9465,-1.0232,6/17/2020,12590,66,4410,8114,Africa
38488,,Greece,39.0742,21.8243,6/17/2020,3203,187,1374,1642,Europe
38489,,Guatemala,15.7835,-90.2308,6/17/2020,11251,432,2200,8619,Americas
38490,,Guinea,9.9456,-9.6966,6/17/2020,4668,26,3364,1278,Africa
38491,,Guyana,4.860416,-58.93018,6/17/2020,171,12,102,57,Americas
38492,,Haiti,18.9712,-72.2852,6/17/2020,4688,82,24,4582,Americas
38493,,Holy See,41.9029,12.4534,6/17/2020,12,0,12,0,Europe
38494,,Honduras,15.2,-86.2419,6/17/2020,10299,336,1116,8847,Americas
38495,,Hungary,47.1625,19.5033,6/17/2020,4078,567,2547,964,Europe
38496,,Iceland,64.9631,-19.0208,6/17/2020,1812,10,1793,9,Europe
38497,,India,20.593684,78.96288,6/17/2020,366946,12237,194325,160384,South-East Asia
38498,,Indonesia,-0.7893,113.9213,6/17/2020,41431,2276,16243,22912,South-East Asia
38499,,Iran,32.427908,53.688046,6/17/2020,195051,9185,154812,31054,Eastern Mediterranean
38500,,Iraq,33.223191,43.679291,6/17/2020,24254,773,10770,12711,Eastern Mediterranean
38501,,Ireland,53.1424,-7.6921,6/17/2020,25341,1710,22698,933,Europe
38502,,Israel,31.046051,34.851612,6/17/2020,19783,303,15459,4021,Europe
38503,,Italy,41.87194,12.56738,6/17/2020,237828,34448,179455,23925,Europe
38504,,Jamaica,18.1096,-77.2975,6/17/2020,626,10,451,165,Americas
38505,,Japan,36.204824,138.252924,6/17/2020,17530,935,15753,842,Western Pacific
38506,,Jordan,31.24,36.51,6/17/2020,987,9,693,285,Eastern Mediterranean
38507,,Kazakhstan,48.0196,66.9237,6/17/2020,15877,97,9920,5860,Europe
38508,,Kenya,-0.0236,37.9062,6/17/2020,4044,107,1353,2584,Africa
38509,,South Korea,35.907757,127.766922,6/17/2020,12257,280,10800,1177,Western Pacific
38510,,Kuwait,29.31166,47.481766,6/17/2020,37533,306,28896,8331,Eastern Mediterranean
38511,,Kyrgyzstan,41.20438,74.766098,6/17/2020,2657,31,1933,693,Europe
38512,,Latvia,56.8796,24.6032,6/17/2020,1104,30,875,199,Europe
38513,,Lebanon,33.8547,35.8623,6/17/2020,1489,32,907,550,Eastern Mediterranean
38514,,Liberia,6.428055,-9.429499,6/17/2020,516,33,240,243,Africa
38515,,Liechtenstein,47.14,9.55,6/17/2020,82,1,81,0,Europe
38516,,Lithuania,55.1694,23.8813,6/17/2020,1778,76,1447,255,Europe
38517,,Luxembourg,49.8153,6.1296,6/17/2020,4085,110,3935,40,Europe
38518,,Madagascar,-18.766947,46.869107,6/17/2020,1378,12,450,916,Africa
38519,,Malaysia,4.210484,101.975766,6/17/2020,8515,121,7873,521,Western Pacific
38520,,Maldives,3.2028,73.2207,6/17/2020,2120,8,1677,435,South-East Asia
38521,,Malta,35.9375,14.3754,6/17/2020,662,9,610,43,Europe
38522,,Mauritania,21.0079,-10.9408,6/17/2020,2223,95,427,1701,Africa
38523,,Mauritius,-20.348404,57.552152,6/17/2020,337,10,325,2,Africa
38524,,Mexico,23.6345,-102.5528,6/17/2020,159793,19080,118504,22209,Americas
38525,,Moldova,47.4116,28.3699,6/17/2020,12732,433,7077,5222,Europe
38526,,Monaco,43.7333,7.4167,6/17/2020,99,4,94,1,Europe
38527,,Mongolia,46.8625,103.8467,6/17/2020,201,0,127,74,Western Pacific
38528,,Montenegro,42.708678,19.37439,6/17/2020,333,9,315,9,Europe
38529,,Morocco,31.7917,-7.0926,6/17/2020,8997,213,7993,791,Eastern Mediterranean
38530,,Namibia,-22.9576,18.4904,6/17/2020,36,0,19,17,Africa
38531,,Nepal,28.1667,84.25,6/17/2020,7177,20,1167,5990,South-East Asia
38532,Aruba,Netherlands,12.5211,-69.9683,6/17/2020,101,3,98,0,Europe
38533,Curacao,Netherlands,12.1696,-68.99,6/17/2020,23,1,19,3,Europe
38534,Sint Maarten,Netherlands,18.0425,-63.0548,6/17/2020,77,15,62,0,Europe
38535,,Netherlands,52.1326,5.2913,6/17/2020,49204,6074,0,43130,Europe
38536,,New Zealand,-40.9006,174.886,6/17/2020,1507,22,1482,3,Western Pacific
38537,,Nicaragua,12.865416,-85.207229,6/17/2020,1823,64,1238,521,Americas
38538,,Niger,17.607789,8.081666,6/17/2020,1020,67,893,60,Africa
38539,,Nigeria,9.082,8.6753,6/17/2020,17735,469,5967,11299,Africa
38540,,North Macedonia,41.6086,21.7453,6/17/2020,4482,210,1803,2469,Europe
38541,,Norway,60.472,8.4689,6/17/2020,8692,243,8138,311,Europe
38542,,Oman,21.512583,55.923255,6/17/2020,26079,116,11797,14166,Eastern Mediterranean
38543,,Pakistan,30.3753,69.3451,6/17/2020,160118,3093,59215,97810,Eastern Mediterranean
38544,,Panama,8.538,-80.7821,6/17/2020,22597,470,13774,8353,Americas
38545,,Papua New Guinea,-6.314993,143.95555,6/17/2020,8,0,8,0,Western Pacific
38546,,Paraguay,-23.4425,-58.4438,6/17/2020,1308,13,711,584,Americas
38547,,Peru,-9.19,-75.0152,6/17/2020,240908,7257,128622,105029,Americas
38548,,Philippines,12.879721,121.774017,6/17/2020,27238,1108,6820,19310,Western Pacific
38549,,Poland,51.9194,19.1451,6/17/2020,30701,1286,14921,14494,Europe
38550,,Portugal,39.3999,-8.2245,6/17/2020,37672,1523,23580,12569,Europe
38551,,Qatar,25.3548,51.1839,6/17/2020,83174,82,62172,20920,Eastern Mediterranean
38552,,Romania,45.9432,24.9668,6/17/2020,22760,1451,16117,5192,Europe
38553,,Russia,61.52401,105.318756,6/17/2020,552549,7468,303800,241281,Europe
38554,,Rwanda,-1.9403,29.8739,6/17/2020,639,2,347,290,Africa
38555,,Saint Lucia,13.9094,-60.9789,6/17/2020,19,0,18,1,Americas
38556,,Saint Vincent and the Grenadines,12.9843,-61.2872,6/17/2020,29,0,25,4,Americas
38557,,San Marino,43.9424,12.4578,6/17/2020,696,42,591,63,Europe
38558,,Saudi Arabia,23.885942,45.079162,6/17/2020,141234,1091,91662,48481,Eastern Mediterranean
38559,,Senegal,14.4974,-14.4524,6/17/2020,5369,73,3606,1690,Africa
38560,,Serbia,44.0165,21.0059,6/17/2020,12522,257,11697,568,Europe
38561,,Seychelles,-4.6796,55.492,6/17/2020,11,0,11,0,Africa
38562,,Singapore,1.2833,103.8333,6/17/2020,41216,26,31938,9252,Western Pacific
38563,,Slovakia,48.669,19.699,6/17/2020,1561,28,1437,96,Europe
38564,,Slovenia,46.1512,14.9955,6/17/2020,1503,109,1359,35,Europe
38565,,Somalia,5.152149,46.199616,6/17/2020,2696,88,685,1923,Eastern Mediterranean
38566,,South Africa,-30.5595,22.9375,6/17/2020,80412,1674,44331,34407,Africa
38567,,Spain,40.463667,-3.74922,6/17/2020,244683,27136,150376,67171,Europe
38568,,Sri Lanka,7.873054,80.771797,6/17/2020,1924,11,1397,516,South-East Asia
38569,,Sudan,12.8628,30.2176,6/17/2020,8020,487,2966,4567,Eastern Mediterranean
38570,,Suriname,3.9193,-56.0278,6/17/2020,261,6,48,207,Americas
38571,,Sweden,60.128161,18.643501,6/17/2020,54562,5041,0,49521,Europe
38572,,Switzerland,46.8182,8.2275,6/17/2020,31187,1956,28900,331,Europe
38573,,Taiwan*,23.7,121,6/17/2020,445,7,434,4,Western Pacific
38574,,Tanzania,-6.369028,34.888822,6/17/2020,509,21,183,305,Africa
38575,,Thailand,15.870032,100.992541,6/17/2020,3135,58,2996,81,South-East Asia
38576,,Togo,8.6195,0.8248,6/17/2020,544,13,353,178,Africa
38577,,Trinidad and Tobago,10.6918,-61.2225,6/17/2020,123,8,109,6,Americas
38578,,Tunisia,33.886917,9.537499,6/17/2020,1128,50,1004,74,Eastern Mediterranean
38579,,Turkey,38.9637,35.2433,6/17/2020,182727,4861,154640,23226,Europe
38580,,Uganda,1.373333,32.290275,6/17/2020,732,0,420,312,Africa
38581,,Ukraine,48.3794,31.1656,6/17/2020,33986,953,15485,17548,Europe
38582,,United Arab Emirates,23.424076,53.847818,6/17/2020,43364,295,29537,13532,Eastern Mediterranean
38583,Bermuda,United Kingdom,32.3078,-64.7505,6/17/2020,144,9,128,7,Europe
38584,Cayman Islands,United Kingdom,19.3133,-81.2546,6/17/2020,193,1,132,60,Europe
38585,Channel Islands,United Kingdom,49.3723,-2.3644,6/17/2020,570,48,512,10,Europe
38586,Gibraltar,United Kingdom,36.1408,-5.3536,6/17/2020,176,0,176,0,Europe
38587,Isle of Man,United Kingdom,54.2361,-4.5481,6/17/2020,336,24,312,0,Europe
38588,Montserrat,United Kingdom,16.742498,-62.187366,6/17/2020,11,1,10,0,Europe
38589,,United Kingdom,55.3781,-3.436,6/17/2020,274504,42258,0,232246,Europe
38590,,Uruguay,-32.5228,-55.7658,6/17/2020,849,24,810,15,Americas
38591,,US,40,-100,6/17/2020,2163290,118363,592191,1452736,Americas
38592,,Uzbekistan,41.377491,64.585262,6/17/2020,5682,19,4131,1532,Europe
38593,,Venezuela,6.4238,-66.5897,6/17/2020,3386,28,835,2523,Americas
38594,,Vietnam,14.058324,108.277199,6/17/2020,335,0,325,10,Western Pacific
38595,,Zambia,-13.133897,27.849332,6/17/2020,1412,11,1142,259,Africa
38596,,Zimbabwe,-19.015438,29.154857,6/17/2020,401,4,63,334,Africa
38597,,Dominica,15.415,-61.371,6/17/2020,18,0,16,2,Americas
38598,,Grenada,12.1165,-61.679,6/17/2020,23,0,22,1,Americas
38599,,Mozambique,-18.665695,35.529562,6/17/2020,651,4,0,647,Africa
38600,,Syria,34.802075,38.996815,6/17/2020,178,7,0,171,Eastern Mediterranean
38601,,Timor-Leste,-8.874217,125.727539,6/17/2020,24,0,0,24,South-East Asia
38602,,Belize,17.1899,-88.4976,6/17/2020,22,2,16,4,Americas
38603,,Laos,19.85627,102.495496,6/17/2020,19,0,19,0,Western Pacific
38604,,Libya,26.3351,17.228331,6/17/2020,500,10,78,412,Eastern Mediterranean
38605,,West Bank and Gaza,31.9522,35.2332,6/17/2020,555,3,415,137,Eastern Mediterranean
38606,,Guinea-Bissau,11.8037,-15.1804,6/17/2020,1492,15,153,1324,Africa
38607,,Mali,17.570692,-3.996166,6/17/2020,1890,107,1168,615,Africa
38608,,Saint Kitts and Nevis,17.357822,-62.782998,6/17/2020,15,0,15,0,Americas
38609,Northwest Territories,Canada,64.8255,-124.8457,6/17/2020,5,0,0,5,Americas
38610,Yukon,Canada,64.2823,-135,6/17/2020,11,0,0,11,Americas
38611,,Kosovo,42.602636,20.902977,6/17/2020,1486,33,953,500,Europe
38612,,Burma,21.9162,95.956,6/17/2020,262,6,185,71,South-East Asia
38613,Anguilla,United Kingdom,18.2206,-63.0686,6/17/2020,3,0,3,0,Europe
38614,British Virgin Islands,United Kingdom,18.4207,-64.64,6/17/2020,8,1,7,0,Europe
38615,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,6/17/2020,12,1,11,0,Europe
38616,,Botswana,-22.3285,24.6849,6/17/2020,79,1,25,53,Africa
38617,,Burundi,-3.3731,29.9189,6/17/2020,104,1,75,28,Africa
38618,,Sierra Leone,8.460555,-11.779889,6/17/2020,1249,51,707,491,Africa
38619,,Malawi,-13.2543,34.3015,6/17/2020,572,6,73,493,Africa
38620,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,6/17/2020,13,0,13,0,Europe
38621,Saint Pierre and Miquelon,France,46.8852,-56.3159,6/17/2020,1,0,1,0,Europe
38622,,South Sudan,6.877,31.307,6/17/2020,1813,31,89,1693,Africa
38623,,Western Sahara,24.2155,-12.8858,6/17/2020,9,1,8,0,Africa
38624,,Sao Tome and Principe,0.1864,6.6131,6/17/2020,683,12,188,483,Africa
38625,,Yemen,15.552727,48.516388,6/17/2020,902,244,271,387,Eastern Mediterranean
38626,,Comoros,-11.6455,43.3333,6/17/2020,197,3,127,67,Africa
38627,,Tajikistan,38.861,71.2761,6/17/2020,5221,51,3700,1470,Europe
38628,,Lesotho,-29.61,28.2336,6/17/2020,4,0,2,2,Africa
38629,,Afghanistan,33.93911,67.709953,6/18/2020,27532,546,7660,19326,Eastern Mediterranean
38630,,Albania,41.1533,20.1683,6/18/2020,1788,39,1086,663,Europe
38631,,Algeria,28.0339,1.6596,6/18/2020,11385,811,8078,2496,Africa
38632,,Andorra,42.5063,1.5218,6/18/2020,855,52,792,11,Europe
38633,,Angola,-11.2027,17.8739,6/18/2020,166,8,64,94,Africa
38634,,Antigua and Barbuda,17.0608,-61.7964,6/18/2020,26,3,22,1,Americas
38635,,Argentina,-38.4161,-63.6167,6/18/2020,37510,948,10721,25841,Americas
38636,,Armenia,40.0691,45.0382,6/18/2020,18698,309,7560,10829,Europe
38637,Australian Capital Territory,Australia,-35.4735,149.0124,6/18/2020,108,3,105,0,Western Pacific
38638,New South Wales,Australia,-33.8688,151.2093,6/18/2020,3143,48,2770,325,Western Pacific
38639,Northern Territory,Australia,-12.4634,130.8456,6/18/2020,29,0,29,0,Western Pacific
38640,Queensland,Australia,-27.4698,153.0251,6/18/2020,1066,6,1053,7,Western Pacific
38641,South Australia,Australia,-34.9285,138.6007,6/18/2020,440,4,436,0,Western Pacific
38642,Tasmania,Australia,-42.8821,147.3272,6/18/2020,228,13,215,0,Western Pacific
38643,Victoria,Australia,-37.8136,144.9631,6/18/2020,1792,19,1678,95,Western Pacific
38644,Western Australia,Australia,-31.9505,115.8605,6/18/2020,603,9,592,2,Western Pacific
38645,,Austria,47.5162,14.5501,6/18/2020,17223,688,16101,434,Europe
38646,,Azerbaijan,40.1431,47.5769,6/18/2020,11329,139,6192,4998,Europe
38647,,Bahamas,25.025885,-78.035889,6/18/2020,104,11,74,19,Americas
38648,,Bahrain,26.0275,50.55,6/18/2020,20430,55,14696,5679,Eastern Mediterranean
38649,,Bangladesh,23.685,90.3563,6/18/2020,102292,1343,40164,60785,South-East Asia
38650,,Barbados,13.1939,-59.5432,6/18/2020,97,7,85,5,Americas
38651,,Belarus,53.7098,27.9534,6/18/2020,56657,331,34023,22303,Europe
38652,,Belgium,50.8333,4.469936,6/18/2020,60348,9683,16724,33941,Europe
38653,,Benin,9.3077,2.3158,6/18/2020,597,11,238,348,Africa
38654,,Bhutan,27.5142,90.4336,6/18/2020,67,0,25,42,South-East Asia
38655,,Bolivia,-16.2902,-63.5887,6/18/2020,21499,697,4002,16800,Americas
38656,,Bosnia and Herzegovina,43.9159,17.6791,6/18/2020,3174,168,2219,787,Europe
38657,,Brazil,-14.235,-51.9253,6/18/2020,978142,47748,534580,395814,Americas
38658,,Brunei,4.5353,114.7277,6/18/2020,141,3,138,0,Western Pacific
38659,,Bulgaria,42.7339,25.4858,6/18/2020,3674,190,1941,1543,Europe
38660,,Burkina Faso,12.2383,-1.5616,6/18/2020,899,53,810,36,Africa
38661,,Cabo Verde,16.5388,-23.0418,6/18/2020,823,7,377,439,Africa
38662,,Cambodia,11.55,104.9167,6/18/2020,129,0,126,3,Western Pacific
38663,,Cameroon,3.848,11.5021,6/18/2020,9864,276,5570,4018,Africa
38664,Alberta,Canada,53.9333,-116.5765,6/18/2020,7579,152,0,7427,Americas
38665,British Columbia,Canada,53.7267,-127.6476,6/18/2020,2783,168,0,2615,Americas
38666,Manitoba,Canada,53.7609,-98.8139,6/18/2020,308,7,0,301,Americas
38667,New Brunswick,Canada,46.5653,-66.4619,6/18/2020,164,2,0,162,Americas
38668,Newfoundland and Labrador,Canada,53.1355,-57.6604,6/18/2020,261,3,0,258,Americas
38669,Nova Scotia,Canada,44.682,-63.7443,6/18/2020,1061,62,0,999,Americas
38670,Ontario,Canada,51.2538,-85.3232,6/18/2020,34574,2613,0,31961,Americas
38671,Prince Edward Island,Canada,46.5107,-63.4168,6/18/2020,27,0,0,27,Americas
38672,Quebec,Canada,52.9399,-73.5491,6/18/2020,54383,5340,0,49043,Americas
38673,Saskatchewan,Canada,52.9399,-106.4509,6/18/2020,708,13,0,695,Americas
38674,,Central African Republic,6.6111,20.9394,6/18/2020,2605,19,417,2169,Africa
38675,,Chad,15.4542,18.7322,6/18/2020,854,74,733,47,Africa
38676,,Chile,-35.6751,-71.543,6/18/2020,225103,3841,186441,34821,Americas
38677,Anhui,China,31.8257,117.2264,6/18/2020,991,6,985,0,Western Pacific
38678,Beijing,China,40.1824,116.4142,6/18/2020,777,9,584,184,Western Pacific
38679,Chongqing,China,30.0572,107.874,6/18/2020,582,6,573,3,Western Pacific
38680,Fujian,China,26.0789,117.9874,6/18/2020,362,1,357,4,Western Pacific
38681,Gansu,China,35.7518,104.2861,6/18/2020,151,2,137,12,Western Pacific
38682,Guangdong,China,23.3417,113.4244,6/18/2020,1631,8,1604,19,Western Pacific
38683,Guangxi,China,23.8298,108.7881,6/18/2020,254,2,252,0,Western Pacific
38684,Guizhou,China,26.8154,106.8748,6/18/2020,147,2,145,0,Western Pacific
38685,Hainan,China,19.1959,109.7453,6/18/2020,171,6,163,2,Western Pacific
38686,Hebei,China,39.549,116.1306,6/18/2020,340,6,0,334,Western Pacific
38687,Heilongjiang,China,47.862,127.7615,6/18/2020,947,13,934,0,Western Pacific
38688,Henan,China,37.8957,114.9042,6/18/2020,1276,22,0,1254,Western Pacific
38689,Hong Kong,China,22.3,114.2,6/18/2020,1124,4,1072,48,Western Pacific
38690,Hubei,China,30.9756,112.2707,6/18/2020,68135,4512,63623,0,Western Pacific
38691,Hunan,China,27.6104,111.7088,6/18/2020,1019,4,1015,0,Western Pacific
38692,Inner Mongolia,China,44.0935,113.9448,6/18/2020,238,1,234,3,Western Pacific
38693,Jiangsu,China,32.9711,119.455,6/18/2020,653,0,653,0,Western Pacific
38694,Jiangxi,China,27.614,115.7221,6/18/2020,932,1,931,0,Western Pacific
38695,Jilin,China,43.6661,126.1923,6/18/2020,155,2,153,0,Western Pacific
38696,Liaoning,China,41.2956,122.6085,6/18/2020,153,2,147,4,Western Pacific
38697,Macau,China,22.1667,113.55,6/18/2020,45,0,45,0,Western Pacific
38698,Ningxia,China,37.2692,106.1655,6/18/2020,75,0,75,0,Western Pacific
38699,Qinghai,China,35.7452,95.9956,6/18/2020,18,0,18,0,Western Pacific
38700,Shaanxi,China,35.1917,108.8701,6/18/2020,314,3,306,5,Western Pacific
38701,Shandong,China,36.3427,118.1498,6/18/2020,792,7,783,2,Western Pacific
38702,Shanghai,China,31.202,121.4491,6/18/2020,697,7,668,22,Western Pacific
38703,Shanxi,China,37.5777,112.2922,6/18/2020,198,0,198,0,Western Pacific
38704,Sichuan,China,30.6171,102.7103,6/18/2020,589,3,569,17,Western Pacific
38705,Tianjin,China,39.3054,117.323,6/18/2020,197,3,191,3,Western Pacific
38706,Tibet,China,31.6927,88.0924,6/18/2020,1,0,1,0,Western Pacific
38707,Xinjiang,China,41.1129,85.2401,6/18/2020,76,3,73,0,Western Pacific
38708,Yunnan,China,24.974,101.487,6/18/2020,185,2,183,0,Western Pacific
38709,Zhejiang,China,29.1832,120.0934,6/18/2020,1269,1,1267,1,Western Pacific
38710,,Colombia,4.5709,-74.2973,6/18/2020,60217,1950,21361,36906,Americas
38711,,Congo (Brazzaville),-0.228,15.8277,6/18/2020,883,27,391,465,Africa
38712,,Congo (Kinshasa),-4.0383,21.7587,6/18/2020,5283,117,685,4481,Africa
38713,,Costa Rica,9.7489,-83.7534,6/18/2020,1939,12,937,990,Americas
38714,,Cote d'Ivoire,7.54,-5.5471,6/18/2020,6444,49,2863,3532,Africa
38715,,Croatia,45.1,15.2,6/18/2020,2269,107,2142,20,Europe
38716,,Cuba,21.521757,-77.781167,6/18/2020,2295,85,2020,190,Americas
38717,,Cyprus,35.1264,33.4299,6/18/2020,985,19,818,148,Europe
38718,,Czechia,49.8175,15.473,6/18/2020,10280,334,7440,2506,Europe
38719,Faroe Islands,Denmark,61.8926,-6.9118,6/18/2020,187,0,187,0,Europe
38720,Greenland,Greenland,71.7069,-42.6043,6/18/2020,13,0,13,0,Europe
38721,,Denmark,56.2639,9.5018,6/18/2020,12344,600,11242,502,Europe
38722,,Djibouti,11.8251,42.5903,6/18/2020,4557,43,3527,987,Eastern Mediterranean
38723,,Dominican Republic,18.7357,-70.1627,6/18/2020,24645,635,14293,9717,Americas
38724,,Ecuador,-1.8312,-78.1834,6/18/2020,49097,4087,24123,20887,Americas
38725,,Egypt,26.820553,30.802498,6/18/2020,50437,1938,13528,34971,Eastern Mediterranean
38726,,El Salvador,13.7942,-88.8965,6/18/2020,4200,82,2235,1883,Americas
38727,,Equatorial Guinea,1.6508,10.2679,6/18/2020,1664,32,515,1117,Africa
38728,,Eritrea,15.1794,39.7823,6/18/2020,142,0,39,103,Africa
38729,,Estonia,58.5953,25.0136,6/18/2020,1977,69,1748,160,Europe
38730,,Eswatini,-26.5225,31.4659,6/18/2020,586,4,267,315,Africa
38731,,Ethiopia,9.145,40.4897,6/18/2020,3954,65,934,2955,Africa
38732,,Fiji,-17.7134,178.065,6/18/2020,18,0,18,0,Western Pacific
38733,,Finland,61.92411,25.748151,6/18/2020,7119,326,6200,593,Europe
38734,French Guiana,France,3.9339,-53.1258,6/18/2020,1758,5,784,969,Europe
38735,French Polynesia,France,-17.6797,149.4068,6/18/2020,60,0,60,0,Europe
38736,Guadeloupe,France,16.265,-61.551,6/18/2020,171,14,157,0,Europe
38737,Mayotte,France,-12.8275,45.166244,6/18/2020,2383,29,2066,288,Europe
38738,New Caledonia,France,-20.904305,165.618042,6/18/2020,21,0,21,0,Europe
38739,Reunion,France,-21.1151,55.5364,6/18/2020,502,1,460,41,Europe
38740,Saint Barthelemy,France,17.9,-62.8333,6/18/2020,6,0,6,0,Europe
38741,St Martin,France,18.0708,-63.0501,6/18/2020,42,3,36,3,Europe
38742,Martinique,France,14.6415,-61.0242,6/18/2020,221,14,98,109,Europe
38743,,France,46.2276,2.2137,6/18/2020,190735,29540,70322,90873,Europe
38744,,Gabon,-0.8037,11.6094,6/18/2020,4340,32,1657,2651,Africa
38745,,Gambia,13.4432,-15.3101,6/18/2020,36,1,24,11,Africa
38746,,Georgia,42.3154,43.3569,6/18/2020,893,14,739,140,Europe
38747,,Germany,51.165691,10.451526,6/18/2020,189817,8875,173847,7095,Europe
38748,,Ghana,7.9465,-1.0232,6/18/2020,12929,66,4468,8395,Africa
38749,,Greece,39.0742,21.8243,6/18/2020,3227,188,1374,1665,Europe
38750,,Guatemala,15.7835,-90.2308,6/18/2020,11868,449,2290,9129,Americas
38751,,Guinea,9.9456,-9.6966,6/18/2020,4841,26,3467,1348,Africa
38752,,Guyana,4.860416,-58.93018,6/18/2020,183,12,102,69,Americas
38753,,Haiti,18.9712,-72.2852,6/18/2020,4916,84,24,4808,Americas
38754,,Holy See,41.9029,12.4534,6/18/2020,12,0,12,0,Europe
38755,,Honduras,15.2,-86.2419,6/18/2020,10739,343,1179,9217,Americas
38756,,Hungary,47.1625,19.5033,6/18/2020,4079,568,2564,947,Europe
38757,,Iceland,64.9631,-19.0208,6/18/2020,1814,10,1795,9,Europe
38758,,India,20.593684,78.96288,6/18/2020,380532,12573,204711,163248,South-East Asia
38759,,Indonesia,-0.7893,113.9213,6/18/2020,42762,2339,16798,23625,South-East Asia
38760,,Iran,32.427908,53.688046,6/18/2020,197647,9272,156991,31384,Eastern Mediterranean
38761,,Iraq,33.223191,43.679291,6/18/2020,25717,856,11333,13528,Eastern Mediterranean
38762,,Ireland,53.1424,-7.6921,6/18/2020,25355,1714,22698,943,Europe
38763,,Israel,31.046051,34.851612,6/18/2020,20036,303,15518,4215,Europe
38764,,Italy,41.87194,12.56738,6/18/2020,238159,34514,180544,23101,Europe
38765,,Jamaica,18.1096,-77.2975,6/18/2020,638,10,458,170,Americas
38766,,Japan,36.204824,138.252924,6/18/2020,17588,935,15753,900,Western Pacific
38767,,Jordan,31.24,36.51,6/18/2020,1001,9,697,295,Eastern Mediterranean
38768,,Kazakhstan,48.0196,66.9237,6/18/2020,15877,100,10065,5712,Europe
38769,,Kenya,-0.0236,37.9062,6/18/2020,4257,117,1459,2681,Africa
38770,,South Korea,35.907757,127.766922,6/18/2020,12306,280,10835,1191,Western Pacific
38771,,Kuwait,29.31166,47.481766,6/18/2020,38074,308,29512,8254,Eastern Mediterranean
38772,,Kyrgyzstan,41.20438,74.766098,6/18/2020,2657,31,1933,693,Europe
38773,,Latvia,56.8796,24.6032,6/18/2020,1108,30,903,175,Europe
38774,,Lebanon,33.8547,35.8623,6/18/2020,1495,32,944,519,Eastern Mediterranean
38775,,Liberia,6.428055,-9.429499,6/18/2020,542,33,250,259,Africa
38776,,Liechtenstein,47.14,9.55,6/18/2020,82,1,81,0,Europe
38777,,Lithuania,55.1694,23.8813,6/18/2020,1784,76,1449,259,Europe
38778,,Luxembourg,49.8153,6.1296,6/18/2020,4091,110,3940,41,Europe
38779,,Madagascar,-18.766947,46.869107,6/18/2020,1403,13,463,927,Africa
38780,,Malaysia,4.210484,101.975766,6/18/2020,8529,121,8000,408,Western Pacific
38781,,Maldives,3.2028,73.2207,6/18/2020,2137,8,1677,452,South-East Asia
38782,,Malta,35.9375,14.3754,6/18/2020,663,9,610,44,Europe
38783,,Mauritania,21.0079,-10.9408,6/18/2020,2424,97,550,1777,Africa
38784,,Mauritius,-20.348404,57.552152,6/18/2020,337,10,325,2,Africa
38785,,Mexico,23.6345,-102.5528,6/18/2020,165455,19747,122180,23528,Americas
38786,,Moldova,47.4116,28.3699,6/18/2020,13106,444,7252,5410,Europe
38787,,Monaco,43.7333,7.4167,6/18/2020,99,4,94,1,Europe
38788,,Mongolia,46.8625,103.8467,6/18/2020,204,0,132,72,Western Pacific
38789,,Montenegro,42.708678,19.37439,6/18/2020,337,9,315,13,Europe
38790,,Morocco,31.7917,-7.0926,6/18/2020,9074,213,8041,820,Eastern Mediterranean
38791,,Namibia,-22.9576,18.4904,6/18/2020,39,0,19,20,Africa
38792,,Nepal,28.1667,84.25,6/18/2020,7848,22,1186,6640,South-East Asia
38793,Aruba,Netherlands,12.5211,-69.9683,6/18/2020,101,3,98,0,Europe
38794,Curacao,Netherlands,12.1696,-68.99,6/18/2020,23,1,19,3,Europe
38795,Sint Maarten,Netherlands,18.0425,-63.0548,6/18/2020,77,15,62,0,Europe
38796,,Netherlands,52.1326,5.2913,6/18/2020,49319,6078,0,43241,Europe
38797,,New Zealand,-40.9006,174.886,6/18/2020,1507,22,1482,3,Western Pacific
38798,,Nicaragua,12.865416,-85.207229,6/18/2020,1823,64,1238,521,Americas
38799,,Niger,17.607789,8.081666,6/18/2020,1020,67,901,52,Africa
38800,,Nigeria,9.082,8.6753,6/18/2020,18480,475,6307,11698,Africa
38801,,North Macedonia,41.6086,21.7453,6/18/2020,4664,216,1836,2612,Europe
38802,,Norway,60.472,8.4689,6/18/2020,8708,244,8138,326,Europe
38803,,Oman,21.512583,55.923255,6/18/2020,26818,119,13264,13435,Eastern Mediterranean
38804,,Pakistan,30.3753,69.3451,6/18/2020,165062,3229,61383,100450,Eastern Mediterranean
38805,,Panama,8.538,-80.7821,6/18/2020,23351,475,13782,9094,Americas
38806,,Papua New Guinea,-6.314993,143.95555,6/18/2020,8,0,8,0,Western Pacific
38807,,Paraguay,-23.4425,-58.4438,6/18/2020,1330,13,717,600,Americas
38808,,Peru,-9.19,-75.0152,6/18/2020,244388,7461,131190,105737,Americas
